MSG_BNS_num  MSG_UNI_symb                   MSG_magHall_symb        MSG_generators
125.363      P4/nbm.1                       -P 4a 2b                (-y+1/2,x,z);(x+1/2,y+1/2,-z);(-x,y+1/2,z);(y+1/2,x+1/2,z)
125.364      P4/nbm.1'                      -P 4a 2b 1'             (-y+1/2,x,z);(x+1/2,y+1/2,-z);(-x,y+1/2,z);(y+1/2,x+1/2,z);(x,y,z)'
125.365      P4/n'bm                        P 4a 2b' -1'            (-y+1/2,x,z);(x+1/2,y+1/2,-z)';(-x,y+1/2,z);(y+1/2,x+1/2,z)
125.366      P4'/nb'm                       -P 4a' 2b'              (-y+1/2,x,z)';(x+1/2,y+1/2,-z);(-x,y+1/2,z)';(y+1/2,x+1/2,z)
125.367      P4'/nbm'                       -P 4a' 2b               (-y+1/2,x,z)';(x+1/2,y+1/2,-z);(-x,y+1/2,z);(y+1/2,x+1/2,z)'
125.368      P4'/n'b'm                      P 4a' 2b -1'            (-y+1/2,x,z)';(x+1/2,y+1/2,-z)';(-x,y+1/2,z)';(y+1/2,x+1/2,z)
125.369      P4/nb'm'                       -P 4a 2b'               (-y+1/2,x,z);(x+1/2,y+1/2,-z);(-x,y+1/2,z)';(y+1/2,x+1/2,z)'
125.370      P4'/n'bm'                      P 4a' 2b' -1'           (-y+1/2,x,z)';(x+1/2,y+1/2,-z)';(-x,y+1/2,z);(y+1/2,x+1/2,z)'
125.371      P4/n'b'm'                      P 4a 2b -1'             (-y+1/2,x,z);(x+1/2,y+1/2,-z)';(-x,y+1/2,z)';(y+1/2,x+1/2,z)'
125.372      P4/nbm.1'_c[P4/nbm]            -P 4a 2b 1'c            (-y+1/2,x,z);(x+1/2,y+1/2,-z);(-x,y+1/2,z);(y+1/2,x+1/2,z);(x,y,z+1/2)'
125.373      P4/nbm.1'_C[rP4/mmm]           -P 4a 2b 1'C            (-y+1/2,x,z);(x+1/2,y+1/2,-z);(-x,y+1/2,z);(y+1/2,x+1/2,z);(x+1/2,y+1/2,z)'
125.374      P4/nbm.1'_I[I4/mcm]            -P 4a 2b 1'I            (-y+1/2,x,z);(x+1/2,y+1/2,-z);(-x,y+1/2,z);(y+1/2,x+1/2,z);(x+1/2,y+1/2,z+1/2)'
126.375      P4/nnc.1                       -P 4a 2bc               (-y+1/2,x,z);(x+1/2,y+1/2,-z);(-x,y+1/2,z+1/2);(y+1/2,x+1/2,z+1/2)
126.376      P4/nnc.1'                      -P 4a 2bc 1'            (-y+1/2,x,z);(x+1/2,y+1/2,-z);(-x,y+1/2,z+1/2);(y+1/2,x+1/2,z+1/2);(x,y,z)'
126.377      P4/n'nc                        P 4a 2bc' -1'           (-y+1/2,x,z);(x+1/2,y+1/2,-z)';(-x,y+1/2,z+1/2);(y+1/2,x+1/2,z+1/2)
126.378      P4'/nn'c                       -P 4a' 2bc'             (-y+1/2,x,z)';(x+1/2,y+1/2,-z);(-x,y+1/2,z+1/2)';(y+1/2,x+1/2,z+1/2)
126.379      P4'/nnc'                       -P 4a' 2bc              (-y+1/2,x,z)';(x+1/2,y+1/2,-z);(-x,y+1/2,z+1/2);(y+1/2,x+1/2,z+1/2)'
126.380      P4'/n'n'c                      P 4a' 2bc -1'           (-y+1/2,x,z)';(x+1/2,y+1/2,-z)';(-x,y+1/2,z+1/2)';(y+1/2,x+1/2,z+1/2)
126.381      P4/nn'c'                       -P 4a 2bc'              (-y+1/2,x,z);(x+1/2,y+1/2,-z);(-x,y+1/2,z+1/2)';(y+1/2,x+1/2,z+1/2)'
126.382      P4'/n'nc'                      P 4a' 2bc' -1'          (-y+1/2,x,z)';(x+1/2,y+1/2,-z)';(-x,y+1/2,z+1/2);(y+1/2,x+1/2,z+1/2)'
126.383      P4/n'n'c'                      P 4a 2bc -1'            (-y+1/2,x,z);(x+1/2,y+1/2,-z)';(-x,y+1/2,z+1/2)';(y+1/2,x+1/2,z+1/2)'
126.384      P4/nnc.1'_c[P4/nbm]            -P 4a 2bc 1'c           (-y+1/2,x,z);(x+1/2,y+1/2,-z);(-x,y+1/2,z+1/2);(y+1/2,x+1/2,z+1/2);(x,y,z+1/2)'
126.385      P4/nnc.1'_C[rP4/mcc]           -P 4a 2bc 1'C           (-y+1/2,x,z);(x+1/2,y+1/2,-z);(-x,y+1/2,z+1/2);(y+1/2,x+1/2,z+1/2);(x+1/2,y+1/2,z)'
126.386      P4/nnc.1'_I[I4/mmm]            -P 4a 2bc 1'I           (-y+1/2,x,z);(x+1/2,y+1/2,-z);(-x,y+1/2,z+1/2);(y+1/2,x+1/2,z+1/2);(x+1/2,y+1/2,z+1/2)'
127.387      P4/mbm.1                       -P 4 2ab                (-y,x,z);(x,y,-z);(-x+1/2,y+1/2,z);(y+1/2,x+1/2,z)
127.388      P4/mbm.1'                      -P 4 2ab 1'             (-y,x,z);(x,y,-z);(-x+1/2,y+1/2,z);(y+1/2,x+1/2,z);(x,y,z)'
127.389      P4/m'bm                        P 4 2ab' -1'            (-y,x,z);(x,y,-z)';(-x+1/2,y+1/2,z);(y+1/2,x+1/2,z)
127.390      P4'/mb'm                       -P 4' 2ab'              (-y,x,z)';(x,y,-z);(-x+1/2,y+1/2,z)';(y+1/2,x+1/2,z)
127.391      P4'/mbm'                       -P 4' 2ab               (-y,x,z)';(x,y,-z);(-x+1/2,y+1/2,z);(y+1/2,x+1/2,z)'
127.392      P4'/m'b'm                      P 4' 2ab -1'            (-y,x,z)';(x,y,-z)';(-x+1/2,y+1/2,z)';(y+1/2,x+1/2,z)
127.393      P4/mb'm'                       -P 4 2ab'               (-y,x,z);(x,y,-z);(-x+1/2,y+1/2,z)';(y+1/2,x+1/2,z)'
127.394      P4'/m'bm'                      P 4' 2ab' -1'           (-y,x,z)';(x,y,-z)';(-x+1/2,y+1/2,z);(y+1/2,x+1/2,z)'
127.395      P4/m'b'm'                      P 4 2ab -1'             (-y,x,z);(x,y,-z)';(-x+1/2,y+1/2,z)';(y+1/2,x+1/2,z)'
127.396      P4/mbm.1'_c[P4/mbm]            -P 4 2ab 1'c            (-y,x,z);(x,y,-z);(-x+1/2,y+1/2,z);(y+1/2,x+1/2,z);(x,y,z+1/2)'
127.397      P4/mbm.1'_C[rP4/mmm]           -P 4 2ab 1'C            (-y,x,z);(x,y,-z);(-x+1/2,y+1/2,z);(y+1/2,x+1/2,z);(x+1/2,y+1/2,z)'
127.398      P4/mbm.1'_I[I4/mcm]            -P 4 2ab 1'I            (-y,x,z);(x,y,-z);(-x+1/2,y+1/2,z);(y+1/2,x+1/2,z);(x+1/2,y+1/2,z+1/2)'
128.399      P4/mnc.1                       -P 4 2n                 (-y,x,z);(x,y,-z);(-x+1/2,y+1/2,z+1/2);(y+1/2,x+1/2,z+1/2)
128.400      P4/mnc.1'                      -P 4 2n 1'              (-y,x,z);(x,y,-z);(-x+1/2,y+1/2,z+1/2);(y+1/2,x+1/2,z+1/2);(x,y,z)'
128.401      P4/m'nc                        P 4 2n' -1'             (-y,x,z);(x,y,-z)';(-x+1/2,y+1/2,z+1/2);(y+1/2,x+1/2,z+1/2)
128.402      P4'/mn'c                       -P 4' 2n'               (-y,x,z)';(x,y,-z);(-x+1/2,y+1/2,z+1/2)';(y+1/2,x+1/2,z+1/2)
128.403      P4'/mnc'                       -P 4' 2n                (-y,x,z)';(x,y,-z);(-x+1/2,y+1/2,z+1/2);(y+1/2,x+1/2,z+1/2)'
128.404      P4'/m'n'c                      P 4' 2n -1'             (-y,x,z)';(x,y,-z)';(-x+1/2,y+1/2,z+1/2)';(y+1/2,x+1/2,z+1/2)
128.405      P4/mn'c'                       -P 4 2n'                (-y,x,z);(x,y,-z);(-x+1/2,y+1/2,z+1/2)';(y+1/2,x+1/2,z+1/2)'
128.406      P4'/m'nc'                      P 4' 2n' -1'            (-y,x,z)';(x,y,-z)';(-x+1/2,y+1/2,z+1/2);(y+1/2,x+1/2,z+1/2)'
128.407      P4/m'n'c'                      P 4 2n -1'              (-y,x,z);(x,y,-z)';(-x+1/2,y+1/2,z+1/2)';(y+1/2,x+1/2,z+1/2)'
128.408      P4/mnc.1'_c[P4/mbm]            -P 4 2n 1'c             (-y,x,z);(x,y,-z);(-x+1/2,y+1/2,z+1/2);(y+1/2,x+1/2,z+1/2);(x,y,z+1/2)'
128.409      P4/mnc.1'_C[rP4/mcc]           -P 4 2n 1'C             (-y,x,z);(x,y,-z);(-x+1/2,y+1/2,z+1/2);(y+1/2,x+1/2,z+1/2);(x+1/2,y+1/2,z)'
128.410      P4/mnc.1'_I[I4/mmm]            -P 4 2n 1'I             (-y,x,z);(x,y,-z);(-x+1/2,y+1/2,z+1/2);(y+1/2,x+1/2,z+1/2);(x+1/2,y+1/2,z+1/2)'
129.411      P4/nmm.1                       -P 4a 2a                (-y+1/2,x,z);(x+1/2,y+1/2,-z);(-x+1/2,y,z);(y,x,z)
129.412      P4/nmm.1'                      -P 4a 2a 1'             (-y+1/2,x,z);(x+1/2,y+1/2,-z);(-x+1/2,y,z);(y,x,z);(x,y,z)'
129.413      P4/n'mm                        P 4a 2a' -1'            (-y+1/2,x,z);(x+1/2,y+1/2,-z)';(-x+1/2,y,z);(y,x,z)
129.414      P4'/nm'm                       -P 4a' 2a'              (-y+1/2,x,z)';(x+1/2,y+1/2,-z);(-x+1/2,y,z)';(y,x,z)
129.415      P4'/nmm'                       -P 4a' 2a               (-y+1/2,x,z)';(x+1/2,y+1/2,-z);(-x+1/2,y,z);(y,x,z)'
129.416      P4'/n'm'm                      P 4a' 2a -1'            (-y+1/2,x,z)';(x+1/2,y+1/2,-z)';(-x+1/2,y,z)';(y,x,z)
129.417      P4/nm'm'                       -P 4a 2a'               (-y+1/2,x,z);(x+1/2,y+1/2,-z);(-x+1/2,y,z)';(y,x,z)'
129.418      P4'/n'mm'                      P 4a' 2a' -1'           (-y+1/2,x,z)';(x+1/2,y+1/2,-z)';(-x+1/2,y,z);(y,x,z)'
129.419      P4/n'm'm'                      P 4a 2a -1'             (-y+1/2,x,z);(x+1/2,y+1/2,-z)';(-x+1/2,y,z)';(y,x,z)'
129.420      P4/nmm.1'_c[P4/nmm]            -P 4a 2a 1'c            (-y+1/2,x,z);(x+1/2,y+1/2,-z);(-x+1/2,y,z);(y,x,z);(x,y,z+1/2)'
129.421      P4/nmm.1'_C[rP4/mmm]           -P 4a 2a 1'C            (-y+1/2,x,z);(x+1/2,y+1/2,-z);(-x+1/2,y,z);(y,x,z);(x+1/2,y+1/2,z)'
129.422      P4/nmm.1'_I[I4/mmm]            -P 4a 2a 1'I            (-y+1/2,x,z);(x+1/2,y+1/2,-z);(-x+1/2,y,z);(y,x,z);(x+1/2,y+1/2,z+1/2)'
130.423      P4/ncc.1                       -P 4a 2ac               (-y+1/2,x,z);(x+1/2,y+1/2,-z);(-x+1/2,y,z+1/2);(y,x,z+1/2)
130.424      P4/ncc.1'                      -P 4a 2ac 1'            (-y+1/2,x,z);(x+1/2,y+1/2,-z);(-x+1/2,y,z+1/2);(y,x,z+1/2);(x,y,z)'
130.425      P4/n'cc                        P 4a 2ac' -1'           (-y+1/2,x,z);(x+1/2,y+1/2,-z)';(-x+1/2,y,z+1/2);(y,x,z+1/2)
130.426      P4'/nc'c                       -P 4a' 2ac'             (-y+1/2,x,z)';(x+1/2,y+1/2,-z);(-x+1/2,y,z+1/2)';(y,x,z+1/2)
130.427      P4'/ncc'                       -P 4a' 2ac              (-y+1/2,x,z)';(x+1/2,y+1/2,-z);(-x+1/2,y,z+1/2);(y,x,z+1/2)'
130.428      P4'/n'c'c                      P 4a' 2ac -1'           (-y+1/2,x,z)';(x+1/2,y+1/2,-z)';(-x+1/2,y,z+1/2)';(y,x,z+1/2)
130.429      P4/nc'c'                       -P 4a 2ac'              (-y+1/2,x,z);(x+1/2,y+1/2,-z);(-x+1/2,y,z+1/2)';(y,x,z+1/2)'
130.430      P4'/n'cc'                      P 4a' 2ac' -1'          (-y+1/2,x,z)';(x+1/2,y+1/2,-z)';(-x+1/2,y,z+1/2);(y,x,z+1/2)'
130.431      P4/n'c'c'                      P 4a 2ac -1'            (-y+1/2,x,z);(x+1/2,y+1/2,-z)';(-x+1/2,y,z+1/2)';(y,x,z+1/2)'
130.432      P4/ncc.1'_c[P4/nmm]            -P 4a 2ac 1'c           (-y+1/2,x,z);(x+1/2,y+1/2,-z);(-x+1/2,y,z+1/2);(y,x,z+1/2);(x,y,z+1/2)'
130.433      P4/ncc.1'_C[rP4/mcc]           -P 4a 2ac 1'C           (-y+1/2,x,z);(x+1/2,y+1/2,-z);(-x+1/2,y,z+1/2);(y,x,z+1/2);(x+1/2,y+1/2,z)'
130.434      P4/ncc.1'_I[I4/mcm]            -P 4a 2ac 1'I           (-y+1/2,x,z);(x+1/2,y+1/2,-z);(-x+1/2,y,z+1/2);(y,x,z+1/2);(x+1/2,y+1/2,z+1/2)'
131.435      P4_2/mmc.1                     -P 4c 2                 (-y,x,z+1/2);(x,y,-z);(-x,y,z);(y,x,z+1/2)
131.436      P4_2/mmc.1'                    -P 4c 2 1'              (-y,x,z+1/2);(x,y,-z);(-x,y,z);(y,x,z+1/2);(x,y,z)'
131.437      P4_2/m'mc                      P 4c 2' -1'             (-y,x,z+1/2);(x,y,-z)';(-x,y,z);(y,x,z+1/2)
131.438      P4_2'/mm'c                     -P 4c' 2'               (-y,x,z+1/2)';(x,y,-z);(-x,y,z)';(y,x,z+1/2)
131.439      P4_2'/mmc'                     -P 4c' 2                (-y,x,z+1/2)';(x,y,-z);(-x,y,z);(y,x,z+1/2)'
131.440      P4_2'/m'm'c                    P 4c' 2 -1'             (-y,x,z+1/2)';(x,y,-z)';(-x,y,z)';(y,x,z+1/2)
131.441      P4_2/mm'c'                     -P 4c 2'                (-y,x,z+1/2);(x,y,-z);(-x,y,z)';(y,x,z+1/2)'
131.442      P4_2'/m'mc'                    P 4c' 2' -1'            (-y,x,z+1/2)';(x,y,-z)';(-x,y,z);(y,x,z+1/2)'
131.443      P4_2/m'm'c'                    P 4c 2 -1'              (-y,x,z+1/2);(x,y,-z)';(-x,y,z)';(y,x,z+1/2)'
131.444      P4_2/mmc.1'_c[P4/mmm]          -P 4c 2 1'c             (-y,x,z+1/2);(x,y,-z);(-x,y,z);(y,x,z+1/2);(x,y,z+1/2)'
131.445      P4_2/mmc.1'_C[rP4_2/mcm]       -P 4c 2 1'C             (-y,x,z+1/2);(x,y,-z);(-x,y,z);(y,x,z+1/2);(x+1/2,y+1/2,z)'
131.446      P4_2/mmc.1'_I[I4/mmm]          -P 4c 2 1'I             (-y,x,z+1/2);(x,y,-z);(-x,y,z);(y,x,z+1/2);(x+1/2,y+1/2,z+1/2)'
132.447      P4_2/mcm.1                     -P 4c 2c                (-y,x,z+1/2);(x,y,-z);(-x,y,z+1/2);(y,x,z)
132.448      P4_2/mcm.1'                    -P 4c 2c 1'             (-y,x,z+1/2);(x,y,-z);(-x,y,z+1/2);(y,x,z);(x,y,z)'
132.449      P4_2/m'cm                      P 4c 2c' -1'            (-y,x,z+1/2);(x,y,-z)';(-x,y,z+1/2);(y,x,z)
132.450      P4_2'/mc'm                     -P 4c' 2c'              (-y,x,z+1/2)';(x,y,-z);(-x,y,z+1/2)';(y,x,z)
132.451      P4_2'/mcm'                     -P 4c' 2c               (-y,x,z+1/2)';(x,y,-z);(-x,y,z+1/2);(y,x,z)'
132.452      P4_2'/m'c'm                    P 4c' 2c -1'            (-y,x,z+1/2)';(x,y,-z)';(-x,y,z+1/2)';(y,x,z)
132.453      P4_2/mc'm'                     -P 4c 2c'               (-y,x,z+1/2);(x,y,-z);(-x,y,z+1/2)';(y,x,z)'
132.454      P4_2'/m'cm'                    P 4c' 2c' -1'           (-y,x,z+1/2)';(x,y,-z)';(-x,y,z+1/2);(y,x,z)'
132.455      P4_2/m'c'm'                    P 4c 2c -1'             (-y,x,z+1/2);(x,y,-z)';(-x,y,z+1/2)';(y,x,z)'
132.456      P4_2/mcm.1'_c[P4/mmm]          -P 4c 2c 1'c            (-y,x,z+1/2);(x,y,-z);(-x,y,z+1/2);(y,x,z);(x,y,z+1/2)'
132.457      P4_2/mcm.1'_C[rP4_2/mmc]       -P 4c 2c 1'C            (-y,x,z+1/2);(x,y,-z);(-x,y,z+1/2);(y,x,z);(x+1/2,y+1/2,z)'
132.458      P4_2/mcm.1'_I[I4/mcm]          -P 4c 2c 1'I            (-y,x,z+1/2);(x,y,-z);(-x,y,z+1/2);(y,x,z);(x+1/2,y+1/2,z+1/2)'
133.459      P4_2/nbc.1                     -P 4ac 2b               (-y+1/2,x,z+1/2);(x+1/2,y+1/2,-z);(-x,y+1/2,z);(y+1/2,x+1/2,z+1/2)
133.460      P4_2/nbc.1'                    -P 4ac 2b 1'            (-y+1/2,x,z+1/2);(x+1/2,y+1/2,-z);(-x,y+1/2,z);(y+1/2,x+1/2,z+1/2);(x,y,z)'
133.461      P4_2/n'bc                      P 4ac 2b' -1'           (-y+1/2,x,z+1/2);(x+1/2,y+1/2,-z)';(-x,y+1/2,z);(y+1/2,x+1/2,z+1/2)
133.462      P4_2'/nb'c                     -P 4ac' 2b'             (-y+1/2,x,z+1/2)';(x+1/2,y+1/2,-z);(-x,y+1/2,z)';(y+1/2,x+1/2,z+1/2)
133.463      P4_2'/nbc'                     -P 4ac' 2b              (-y+1/2,x,z+1/2)';(x+1/2,y+1/2,-z);(-x,y+1/2,z);(y+1/2,x+1/2,z+1/2)'
133.464      P4_2'/n'b'c                    P 4ac' 2b -1'           (-y+1/2,x,z+1/2)';(x+1/2,y+1/2,-z)';(-x,y+1/2,z)';(y+1/2,x+1/2,z+1/2)
133.465      P4_2/nb'c'                     -P 4ac 2b'              (-y+1/2,x,z+1/2);(x+1/2,y+1/2,-z);(-x,y+1/2,z)';(y+1/2,x+1/2,z+1/2)'
133.466      P4_2'/n'bc'                    P 4ac' 2b' -1'          (-y+1/2,x,z+1/2)';(x+1/2,y+1/2,-z)';(-x,y+1/2,z);(y+1/2,x+1/2,z+1/2)'
133.467      P4_2/n'b'c'                    P 4ac 2b -1'            (-y+1/2,x,z+1/2);(x+1/2,y+1/2,-z)';(-x,y+1/2,z)';(y+1/2,x+1/2,z+1/2)'
133.468      P4_2/nbc.1'_c[P4/nbm]          -P 4ac 2b 1'c           (-y+1/2,x,z+1/2);(x+1/2,y+1/2,-z);(-x,y+1/2,z);(y+1/2,x+1/2,z+1/2);(x,y,z+1/2)'
133.469      P4_2/nbc.1'_C[rP4_2/mcm]       -P 4ac 2b 1'C           (-y+1/2,x,z+1/2);(x+1/2,y+1/2,-z);(-x,y+1/2,z);(y+1/2,x+1/2,z+1/2);(x+1/2,y+1/2,z)'
133.470      P4_2/nbc.1'_I[I4/mcm]          -P 4ac 2b 1'I           (-y+1/2,x,z+1/2);(x+1/2,y+1/2,-z);(-x,y+1/2,z);(y+1/2,x+1/2,z+1/2);(x+1/2,y+1/2,z+1/2)'
134.471      P4_2/nnm.1                     -P 4ac 2bc              (-y+1/2,x,z+1/2);(x+1/2,y+1/2,-z);(-x,y+1/2,z+1/2);(y+1/2,x+1/2,z)
134.472      P4_2/nnm.1'                    -P 4ac 2bc 1'           (-y+1/2,x,z+1/2);(x+1/2,y+1/2,-z);(-x,y+1/2,z+1/2);(y+1/2,x+1/2,z);(x,y,z)'
134.473      P4_2/n'nm                      P 4ac 2bc' -1'          (-y+1/2,x,z+1/2);(x+1/2,y+1/2,-z)';(-x,y+1/2,z+1/2);(y+1/2,x+1/2,z)
134.474      P4_2'/nn'm                     -P 4ac' 2bc'            (-y+1/2,x,z+1/2)';(x+1/2,y+1/2,-z);(-x,y+1/2,z+1/2)';(y+1/2,x+1/2,z)
134.475      P4_2'/nnm'                     -P 4ac' 2bc             (-y+1/2,x,z+1/2)';(x+1/2,y+1/2,-z);(-x,y+1/2,z+1/2);(y+1/2,x+1/2,z)'
134.476      P4_2'/n'n'm                    P 4ac' 2bc -1'          (-y+1/2,x,z+1/2)';(x+1/2,y+1/2,-z)';(-x,y+1/2,z+1/2)';(y+1/2,x+1/2,z)
134.477      P4_2/nn'm'                     -P 4ac 2bc'             (-y+1/2,x,z+1/2);(x+1/2,y+1/2,-z);(-x,y+1/2,z+1/2)';(y+1/2,x+1/2,z)'
134.478      P4_2'/n'nm'                    P 4ac' 2bc' -1'         (-y+1/2,x,z+1/2)';(x+1/2,y+1/2,-z)';(-x,y+1/2,z+1/2);(y+1/2,x+1/2,z)'
134.479      P4_2/n'n'm'                    P 4ac 2bc -1'           (-y+1/2,x,z+1/2);(x+1/2,y+1/2,-z)';(-x,y+1/2,z+1/2)';(y+1/2,x+1/2,z)'
134.480      P4_2/nnm.1'_c[P4/nbm]          -P 4ac 2bc 1'c          (-y+1/2,x,z+1/2);(x+1/2,y+1/2,-z);(-x,y+1/2,z+1/2);(y+1/2,x+1/2,z);(x,y,z+1/2)'
134.481      P4_2/nnm.1'_C[rP4_2/mmc]       -P 4ac 2bc 1'C          (-y+1/2,x,z+1/2);(x+1/2,y+1/2,-z);(-x,y+1/2,z+1/2);(y+1/2,x+1/2,z);(x+1/2,y+1/2,z)'
134.482      P4_2/nnm.1'_I[I4/mmm]          -P 4ac 2bc 1'I          (-y+1/2,x,z+1/2);(x+1/2,y+1/2,-z);(-x,y+1/2,z+1/2);(y+1/2,x+1/2,z);(x+1/2,y+1/2,z+1/2)'
135.483      P4_2/mbc.1                     -P 4c 2ab               (-y,x,z+1/2);(x,y,-z);(-x+1/2,y+1/2,z);(y+1/2,x+1/2,z+1/2)
135.484      P4_2/mbc.1'                    -P 4c 2ab 1'            (-y,x,z+1/2);(x,y,-z);(-x+1/2,y+1/2,z);(y+1/2,x+1/2,z+1/2);(x,y,z)'
135.485      P4_2/m'bc                      P 4c 2ab' -1'           (-y,x,z+1/2);(x,y,-z)';(-x+1/2,y+1/2,z);(y+1/2,x+1/2,z+1/2)
135.486      P4_2'/mb'c                     -P 4c' 2ab'             (-y,x,z+1/2)';(x,y,-z);(-x+1/2,y+1/2,z)';(y+1/2,x+1/2,z+1/2)
135.487      P4_2'/mbc'                     -P 4c' 2ab              (-y,x,z+1/2)';(x,y,-z);(-x+1/2,y+1/2,z);(y+1/2,x+1/2,z+1/2)'
135.488      P4_2'/m'b'c                    P 4c' 2ab -1'           (-y,x,z+1/2)';(x,y,-z)';(-x+1/2,y+1/2,z)';(y+1/2,x+1/2,z+1/2)
135.489      P4_2/mb'c'                     -P 4c 2ab'              (-y,x,z+1/2);(x,y,-z);(-x+1/2,y+1/2,z)';(y+1/2,x+1/2,z+1/2)'
135.490      P4_2'/m'bc'                    P 4c' 2ab' -1'          (-y,x,z+1/2)';(x,y,-z)';(-x+1/2,y+1/2,z);(y+1/2,x+1/2,z+1/2)'
135.491      P4_2/m'b'c'                    P 4c 2ab -1'            (-y,x,z+1/2);(x,y,-z)';(-x+1/2,y+1/2,z)';(y+1/2,x+1/2,z+1/2)'
135.492      P4_2/mbc.1'_c[P4/mbm]          -P 4c 2ab 1'c           (-y,x,z+1/2);(x,y,-z);(-x+1/2,y+1/2,z);(y+1/2,x+1/2,z+1/2);(x,y,z+1/2)'
135.493      P4_2/mbc.1'_C[rP4_2/mcm]       -P 4c 2ab 1'C           (-y,x,z+1/2);(x,y,-z);(-x+1/2,y+1/2,z);(y+1/2,x+1/2,z+1/2);(x+1/2,y+1/2,z)'
135.494      P4_2/mbc.1'_I[I4/mcm]          -P 4c 2ab 1'I           (-y,x,z+1/2);(x,y,-z);(-x+1/2,y+1/2,z);(y+1/2,x+1/2,z+1/2);(x+1/2,y+1/2,z+1/2)'
136.495      P4_2/mnm.1                     -P 4n 2n                (-y+1/2,x+1/2,z+1/2);(x,y,-z);(-x+1/2,y+1/2,z+1/2);(y,x,z)
136.496      P4_2/mnm.1'                    -P 4n 2n 1'             (-y+1/2,x+1/2,z+1/2);(x,y,-z);(-x+1/2,y+1/2,z+1/2);(y,x,z);(x,y,z)'
136.497      P4_2/m'nm                      P 4n 2n' -1'            (-y+1/2,x+1/2,z+1/2);(x,y,-z)';(-x+1/2,y+1/2,z+1/2);(y,x,z)
136.498      P4_2'/mn'm                     -P 4n' 2n'              (-y+1/2,x+1/2,z+1/2)';(x,y,-z);(-x+1/2,y+1/2,z+1/2)';(y,x,z)
136.499      P4_2'/mnm'                     -P 4n' 2n               (-y+1/2,x+1/2,z+1/2)';(x,y,-z);(-x+1/2,y+1/2,z+1/2);(y,x,z)'
136.500      P4_2'/m'n'm                    P 4n' 2n -1'            (-y+1/2,x+1/2,z+1/2)';(x,y,-z)';(-x+1/2,y+1/2,z+1/2)';(y,x,z)
136.501      P4_2/mn'm'                     -P 4n 2n'               (-y+1/2,x+1/2,z+1/2);(x,y,-z);(-x+1/2,y+1/2,z+1/2)';(y,x,z)'
136.502      P4_2'/m'nm'                    P 4n' 2n' -1'           (-y+1/2,x+1/2,z+1/2)';(x,y,-z)';(-x+1/2,y+1/2,z+1/2);(y,x,z)'
136.503      P4_2/m'n'm'                    P 4n 2n -1'             (-y+1/2,x+1/2,z+1/2);(x,y,-z)';(-x+1/2,y+1/2,z+1/2)';(y,x,z)'
136.504      P4_2/mnm.1'_c[P4/mbm]          -P 4n 2n 1'c            (-y+1/2,x+1/2,z+1/2);(x,y,-z);(-x+1/2,y+1/2,z+1/2);(y,x,z);(x,y,z+1/2)'
136.505      P4_2/mnm.1'_C[rP4_2/mmc]       -P 4n 2n 1'C            (-y+1/2,x+1/2,z+1/2);(x,y,-z);(-x+1/2,y+1/2,z+1/2);(y,x,z);(x+1/2,y+1/2,z)'
136.506      P4_2/mnm.1'_I[I4/mmm]          -P 4n 2n 1'I            (-y+1/2,x+1/2,z+1/2);(x,y,-z);(-x+1/2,y+1/2,z+1/2);(y,x,z);(x+1/2,y+1/2,z+1/2)'
137.507      P4_2/nmc.1                     -P 4ac 2a               (-y+1/2,x,z+1/2);(x+1/2,y+1/2,-z);(-x+1/2,y,z);(y,x,z+1/2)
137.508      P4_2/nmc.1'                    -P 4ac 2a 1'            (-y+1/2,x,z+1/2);(x+1/2,y+1/2,-z);(-x+1/2,y,z);(y,x,z+1/2);(x,y,z)'
137.509      P4_2/n'mc                      P 4ac 2a' -1'           (-y+1/2,x,z+1/2);(x+1/2,y+1/2,-z)';(-x+1/2,y,z);(y,x,z+1/2)
137.510      P4_2'/nm'c                     -P 4ac' 2a'             (-y+1/2,x,z+1/2)';(x+1/2,y+1/2,-z);(-x+1/2,y,z)';(y,x,z+1/2)
137.511      P4_2'/nmc'                     -P 4ac' 2a              (-y+1/2,x,z+1/2)';(x+1/2,y+1/2,-z);(-x+1/2,y,z);(y,x,z+1/2)'
137.512      P4_2'/n'm'c                    P 4ac' 2a -1'           (-y+1/2,x,z+1/2)';(x+1/2,y+1/2,-z)';(-x+1/2,y,z)';(y,x,z+1/2)
137.513      P4_2/nm'c'                     -P 4ac 2a'              (-y+1/2,x,z+1/2);(x+1/2,y+1/2,-z);(-x+1/2,y,z)';(y,x,z+1/2)'
137.514      P4_2'/n'mc'                    P 4ac' 2a' -1'          (-y+1/2,x,z+1/2)';(x+1/2,y+1/2,-z)';(-x+1/2,y,z);(y,x,z+1/2)'
137.515      P4_2/n'm'c'                    P 4ac 2a -1'            (-y+1/2,x,z+1/2);(x+1/2,y+1/2,-z)';(-x+1/2,y,z)';(y,x,z+1/2)'
137.516      P4_2/nmc.1'_c[P4/nmm]          -P 4ac 2a 1'c           (-y+1/2,x,z+1/2);(x+1/2,y+1/2,-z);(-x+1/2,y,z);(y,x,z+1/2);(x,y,z+1/2)'
137.517      P4_2/nmc.1'_C[rP4_2/mcm]       -P 4ac 2a 1'C           (-y+1/2,x,z+1/2);(x+1/2,y+1/2,-z);(-x+1/2,y,z);(y,x,z+1/2);(x+1/2,y+1/2,z)'
